strategy_id,strategy_name,strategy_category,hypothesis,best_variation,total_variations,valid_variations,selection_mode,cagr,total_return,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,consistency_score,beat_benchmark,total_trades,profit_factor,score,parameter_stability,oos_best_variation,oos_validation_score,oos_test_score,oos_test_mean_excess,oos_test_consistency,walk_forward_score,walk_forward_mean_excess,walk_forward_windows
obv_trend_value_pbv,OBV Trend (Value (PBV)),multi_factor,OBV uptrends reveal accumulation that precedes price moves. This effect is stronger among low-PBV stocks.,obv_trend_value_pbv_max1.2,3,3,walk_forward,98.51,87.49,3.02,3.02,-20.67,4.77,46.6,100.0,8,148,1.62,5.4811,0.402,"",0.0,0.0,0.0,0.0,9.936,28.58,1
volatility_breakout_high_margin,Volatility Breakout (High Margin (NPM)),multi_factor,Volatility spikes often mark the start of directional moves. This effect is stronger among high-margin companies.,volatility_breakout_high_margin_period30_multiplier1.5_min20,27,15,walk_forward,72.06,64.46,2.31,2.31,-22.5,3.2,42.3,77.8,6,163,1.4,5.2479,0.255,"",0.0,0.0,0.0,0.0,3.5064,10.73,1
rsi_oversold_syariah,RSI Oversold Bounce (Syariah),mean_reversion,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger within the syariah universe.",rsi_oversold_syariah_period10_oversold25,9,9,walk_forward,96.0,85.31,3.37,3.37,-12.38,7.75,47.8,100.0,6,136,1.78,5.2477,0.312,"",0.0,0.0,0.0,0.0,10.7045,28.41,1
volume_spike_value_pe,Volume Spike (Value (PE)),multi_factor,Unusual volume signals informed participation and continuation risk/reward. This effect is stronger among low-PE stocks.,volume_spike_value_pe_period10_threshold2.0_max12,18,17,walk_forward,75.27,67.26,2.77,25.33,-19.46,3.87,43.6,77.8,7,149,1.39,5.2051,0.262,"",0.0,0.0,0.0,0.0,-inf,-0.49,1
bullish_marubozu,Bullish Marubozu,candlestick,Marubozu candles indicate strong directional conviction.,bullish_marubozu_v0,1,1,walk_forward,66.48,59.56,2.82,2.82,-19.05,3.49,41.9,88.9,7,148,1.28,5.2036,0.0,"",0.0,0.0,0.0,0.0,6.5047,18.31,1
adx_trend_high_margin,ADX Trend Strength (High Margin (NPM)),multi_factor,Trends with stronger ADX are more likely to continue. This effect is stronger among high-margin companies.,adx_trend_high_margin_period20_threshold20_min15,18,18,walk_forward,71.39,63.86,3.19,3.19,-23.04,3.1,40.4,88.9,8,146,1.27,5.1506,0.396,"",0.0,0.0,0.0,0.0,-inf,-2.61,1
donchian_breakout_quality_roe,Donchian Breakout (Quality (ROE)),multi_factor,Breaks above multi-week highs tend to continue as shorts cover and momentum traders enter. This effect is stronger among high-ROE stocks.,donchian_breakout_quality_roe_period20_min16,9,9,walk_forward,86.4,76.97,2.39,2.39,-15.42,5.6,41.2,88.9,6,153,1.36,5.0815,0.295,"",0.0,0.0,0.0,0.0,6.3574,16.86,1
ema_crossover_largecap,EMA Crossover Trend (Large Cap),trend,EMA crossovers capture trend accelerations earlier than SMA-based signals. This effect is stronger in large-cap stocks.,ema_crossover_largecap_shortPeriod8_longPeriod20,4,4,walk_forward,71.58,64.03,3.85,3.85,-20.85,3.43,44.1,100.0,7,111,1.62,4.9957,0.269,"",0.0,0.0,0.0,0.0,6.7113,17.49,1
sma_crossover_quality_roe,SMA Crossover Trend (Quality (ROE)),multi_factor,SMA crossovers capture sustained trends while reducing noise. This effect is stronger among high-ROE stocks.,sma_crossover_quality_roe_shortPeriod20_longPeriod100_min12,18,17,walk_forward,44.3,39.96,2.54,2.54,-11.82,3.75,44.6,77.8,6,65,1.69,4.9943,0.309,"",0.0,0.0,0.0,0.0,4.5489,10.66,1
rsi_oversold_value_pe,RSI Oversold Bounce (Value (PE)),multi_factor,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger among low-PE stocks.",rsi_oversold_value_pe_period10_oversold25_max8,27,27,walk_forward,85.99,76.61,2.54,2.54,-9.34,9.21,48.6,88.9,6,105,2.04,4.9262,0.328,"",0.0,0.0,0.0,0.0,9.5347,24.2,1
obv_trend_quality_roe,OBV Trend (Quality (ROE)),multi_factor,OBV uptrends reveal accumulation that precedes price moves. This effect is stronger among high-ROE stocks.,obv_trend_quality_roe_min20,3,3,walk_forward,77.88,69.55,3.62,3.62,-20.59,3.78,41.7,100.0,8,144,1.42,4.9249,0.2,"",0.0,0.0,0.0,0.0,1.9038,5.61,1
adx_trend_value_pbv,ADX Trend Strength (Value (PBV)),multi_factor,Trends with stronger ADX are more likely to continue. This effect is stronger among low-PBV stocks.,adx_trend_value_pbv_period14_threshold20_max1.6,18,18,walk_forward,69.76,62.43,2.26,2.26,-20.53,3.4,40.4,100.0,6,171,1.4,4.8721,0.52,"",0.0,0.0,0.0,0.0,4.0794,11.81,1
ema_crossover_base,EMA Crossover Trend (Baseline),trend,EMA crossovers capture trend accelerations earlier than SMA-based signals.,ema_crossover_base_shortPeriod8_longPeriod20,4,4,walk_forward,62.77,56.3,3.73,3.73,-18.18,3.45,40.9,100.0,8,149,1.36,4.8645,0.351,"",0.0,0.0,0.0,0.0,3.7239,9.65,1
rsi_oversold_base,RSI Oversold Bounce (Baseline),mean_reversion,"After sharp short-term declines, prices mean-revert as selling pressure exhausts.",rsi_oversold_base_period10_oversold25,9,9,walk_forward,67.19,60.18,2.94,2.94,-14.81,4.54,45.0,88.9,6,131,1.53,4.732,0.325,"",0.0,0.0,0.0,0.0,4.2358,10.62,1
macd_crossover_value_pe,MACD Crossover Momentum (Value (PE)),multi_factor,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger among low-PE stocks.,macd_crossover_value_pe_fastPeriod10_slowPeriod24_signalPeriod9_max8,24,14,walk_forward,45.22,40.78,2.89,2.89,-17.55,2.58,42.9,100.0,6,126,1.33,4.7186,0.299,"",0.0,0.0,0.0,0.0,3.7056,9.89,1
supertrend_base,Supertrend Continuation (Baseline),trend,Supertrend flips capture persistent trends with adaptive volatility bands.,supertrend_base_period10_multiplier2.5,4,4,walk_forward,45.37,40.91,2.37,2.37,-12.68,3.58,38.9,100.0,5,149,1.28,4.5654,0.429,"",0.0,0.0,0.0,0.0,4.556,10.31,1
sma_trend_largecap,SMA Trend Filter (Large Cap),trend,Staying aligned with the prevailing SMA trend improves win rate. This effect is stronger in large-cap stocks.,sma_trend_largecap_shortPeriod30_longPeriod100,4,4,walk_forward,101.95,90.46,2.0,2.0,-27.61,3.69,44.6,77.8,6,130,1.55,4.5074,0.326,"",0.0,0.0,0.0,0.0,4.2522,14.32,1
vwap_above_value_pbv,VWAP Support (Value (PBV)),multi_factor,Holding above VWAP indicates institutional support and trend persistence. This effect is stronger among low-PBV stocks.,vwap_above_value_pbv_max1.2,3,3,walk_forward,57.34,51.51,2.43,2.43,-24.11,2.38,44.8,100.0,7,134,1.47,4.4959,0.349,"",0.0,0.0,0.0,0.0,0.6737,3.1,1
ema_crossover_syariah,EMA Crossover Trend (Syariah),trend,EMA crossovers capture trend accelerations earlier than SMA-based signals. This effect is stronger within the syariah universe.,ema_crossover_syariah_shortPeriod12_longPeriod20,4,4,walk_forward,58.45,52.49,1.67,3.83,-22.79,2.56,43.8,77.8,6,144,1.45,4.2834,0.378,"",0.0,0.0,0.0,0.0,-inf,-20.69,1
sma_crossover_syariah_atr_risk,SMA Crossover + ATR Risk (Syariah),trend,ATR-based exits reduce regime-dependent risk for SMA trend strategies.,sma_crossover_syariah_atr_risk_shortPeriod30_longPeriod100_atrMultiplier2.5_riskRewardRatio2.5,54,41,walk_forward,61.02,54.76,2.19,2.19,-24.44,2.5,54.1,66.7,6,37,2.1,4.1994,0.291,"",0.0,0.0,0.0,0.0,-inf,10.39,1
donchian_breakout_value_pe,Donchian Breakout (Value (PE)),multi_factor,Breaks above multi-week highs tend to continue as shorts cover and momentum traders enter. This effect is stronger among low-PE stocks.,donchian_breakout_value_pe_period20_max15,9,9,walk_forward,111.6,98.79,3.73,3.73,-16.87,6.62,43.6,100.0,7,156,1.46,4.1902,0.315,"",0.0,0.0,0.0,0.0,6.7467,18.38,1
sma_crossover_low_debt,SMA Crossover Trend (Low Debt (DE)),multi_factor,SMA crossovers capture sustained trends while reducing noise. This effect is stronger among low-debt stocks.,sma_crossover_low_debt_shortPeriod15_longPeriod50_max0.6,18,15,walk_forward,63.16,56.64,5.91,5.91,-9.92,6.36,42.4,100.0,7,118,1.59,4.1872,0.273,"",0.0,0.0,0.0,0.0,7.6814,19.04,1
sma_trend_value_pbv,SMA Trend Filter (Value (PBV)),multi_factor,Staying aligned with the prevailing SMA trend improves win rate. This effect is stronger among low-PBV stocks.,sma_trend_value_pbv_shortPeriod30_longPeriod100_max1.6,12,12,walk_forward,60.21,54.04,2.1,2.1,-19.12,3.15,46.2,77.8,6,91,1.57,4.165,0.26,"",0.0,0.0,0.0,0.0,1.18,3.12,1
vwap_above_largecap,VWAP Support (Large Cap),volume,Holding above VWAP indicates institutional support and trend persistence. This effect is stronger in large-cap stocks.,vwap_above_largecap_v0,1,1,walk_forward,63.44,56.89,2.57,2.57,-21.15,3.0,42.3,88.9,6,156,1.31,4.129,0.0,"",0.0,0.0,0.0,0.0,-inf,-5.78,1
ema_crossover_high_margin,EMA Crossover Trend (High Margin (NPM)),multi_factor,EMA crossovers capture trend accelerations earlier than SMA-based signals. This effect is stronger among high-margin companies.,ema_crossover_high_margin_shortPeriod8_longPeriod26_min10,12,12,walk_forward,56.67,50.91,3.23,3.23,-15.93,3.56,45.2,88.9,7,104,1.49,3.8247,0.339,"",0.0,0.0,0.0,0.0,-inf,-4.8,1
stoch_oversold_quality_roe,Stochastic Oversold Bounce (Quality (ROE)),multi_factor,Oversold stochastic readings signal short-term mean reversion as momentum resets. This effect is stronger among high-ROE stocks.,stoch_oversold_quality_roe_kPeriod10_oversold30_dPeriod3_min16_signalWindow7,216,173,walk_forward,93.19,82.88,3.28,3.28,-18.26,5.1,45.1,100.0,8,102,1.64,3.7126,0.34,"",0.0,0.0,0.0,0.0,1.0036,2.37,1
sma_trend_value_pe,SMA Trend Filter (Value (PE)),multi_factor,Staying aligned with the prevailing SMA trend improves win rate. This effect is stronger among low-PE stocks.,sma_trend_value_pe_shortPeriod30_longPeriod100_max8,12,10,walk_forward,69.69,62.37,2.2,2.2,-27.67,2.52,46.7,77.8,6,105,1.61,3.6647,0.335,"",0.0,0.0,0.0,0.0,7.5796,23.85,1
vwap_above_high_margin,VWAP Support (High Margin (NPM)),multi_factor,Holding above VWAP indicates institutional support and trend persistence. This effect is stronger among high-margin companies.,vwap_above_high_margin_min10,3,3,walk_forward,40.44,36.52,2.16,2.16,-17.81,2.27,40.7,88.9,5,135,1.22,3.5711,0.291,"",0.0,0.0,0.0,0.0,-inf,-3.09,1
seasonality_month_end,Seasonality Month End,seasonality,Month-end flows create systematic strength in the last 3 trading days.,seasonality_month_end_v0,1,1,walk_forward,109.89,97.32,2.94,2.94,-14.23,7.72,42.4,100.0,7,172,1.53,3.476,0.0,"",0.0,0.0,0.0,0.0,16.379,44.85,1
volatility_breakout_liquid,Volatility Breakout (High Liquidity),breakout,Volatility spikes often mark the start of directional moves. This effect is stronger in highly liquid stocks.,volatility_breakout_liquid_period15_multiplier1.5_minDailyValue1000000000,27,10,walk_forward,39.14,35.36,2.18,20.89,-18.86,2.07,38.8,77.8,6,160,1.29,3.3608,0.25,"",0.0,0.0,0.0,0.0,7.3232,20.6,1
bollinger_bounce_value_pe,Bollinger Band Bounce (Value (PE)),multi_factor,Prices often revert after touching the lower Bollinger Band during stable regimes. This effect is stronger among low-PE stocks.,bollinger_bounce_value_pe_period20_stdDev2.0_max12,18,16,walk_forward,64.73,58.01,3.6,3.6,-14.46,4.48,50.0,100.0,7,94,1.65,3.3222,0.349,"",0.0,0.0,0.0,0.0,6.0798,15.79,1
rsi_oversold_low_debt,RSI Oversold Bounce (Low Debt (DE)),multi_factor,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger among low-debt stocks.",rsi_oversold_low_debt_period10_oversold25_max0.8,27,22,walk_forward,61.01,54.75,2.69,2.69,-16.13,3.78,46.7,88.9,6,120,1.62,3.3193,0.331,"",0.0,0.0,0.0,0.0,2.5996,6.32,1
vpt_momentum_value_pe,Volume Price Trend (Value (PE)),multi_factor,VPT momentum suggests demand pressure that sustains price trends. This effect is stronger among low-PE stocks.,vpt_momentum_value_pe_max8,3,3,walk_forward,76.74,68.54,2.27,2.27,-22.92,3.35,42.5,100.0,6,167,1.41,3.3127,0.342,"",0.0,0.0,0.0,0.0,8.7109,25.72,1
pivot_support_value_pbv,Pivot Support Bounce (Value (PBV)),multi_factor,Prices tend to bounce after testing pivot support levels due to order clustering. This effect is stronger among low-PBV stocks.,pivot_support_value_pbv_max0.8,3,3,walk_forward,114.33,101.14,2.85,2.85,-12.73,8.98,52.3,100.0,9,107,2.0,3.2656,0.39,"",0.0,0.0,0.0,0.0,14.038,38.03,1
rounding_bottom,Rounding Bottom,chart_pattern,Rounding bottoms suggest gradual accumulation.,rounding_bottom_v0,1,1,walk_forward,34.82,31.51,1.36,6.01,-23.13,1.51,38.7,66.7,5,155,1.25,3.162,0.0,"",0.0,0.0,0.0,0.0,-inf,-8.27,1
keltner_oversold_base,Keltner Channel Oversold (Baseline),mean_reversion,Touches of the lower Keltner Channel often precede mean reversion in range-bound markets.,keltner_oversold_base_period20_atrPeriod14_multiplier2.0,8,8,walk_forward,116.62,103.11,1.56,12.5,-17.8,6.55,43.0,66.7,6,121,1.44,3.1256,0.417,"",0.0,0.0,0.0,0.0,3.2457,8.65,1
sma_crossover_syariah,SMA Crossover Trend (Syariah),trend,SMA crossovers capture sustained trends while reducing noise. This effect is stronger within the syariah universe.,sma_crossover_syariah_shortPeriod15_longPeriod50,20,10,walk_forward,58.95,52.93,2.03,2.03,-14.21,4.15,42.1,88.9,5,126,1.5,3.125,0.394,"",0.0,0.0,0.0,0.0,2.6375,5.88,1
vwap_above_base,VWAP Support (Baseline),volume,Holding above VWAP indicates institutional support and trend persistence.,vwap_above_base_v0,1,1,walk_forward,65.7,58.87,3.1,3.1,-18.61,3.53,42.7,88.9,8,157,1.33,3.0356,0.0,"",0.0,0.0,0.0,0.0,-inf,1.3,1
obv_trend_value_pe,OBV Trend (Value (PE)),multi_factor,OBV uptrends reveal accumulation that precedes price moves. This effect is stronger among low-PE stocks.,obv_trend_value_pe_max15,3,2,walk_forward,67.36,60.33,2.33,2.33,-15.46,4.36,43.0,88.9,5,128,1.41,2.9943,0.387,"",0.0,0.0,0.0,0.0,9.5029,25.51,1
stoch_oversold_vol_regime,Stochastic Oversold + Vol Regime,mean_reversion,Mean reversion improves when oversold signals align with volatility regimes.,stoch_oversold_vol_regime_kPeriod14_oversold25_signalWindow7_modeLOW_VOL_period15_lookback60,216,127,walk_forward,70.01,62.66,2.77,2.77,-12.47,5.61,50.6,88.9,7,81,1.84,2.9754,0.346,"",0.0,0.0,0.0,0.0,3.4714,7.77,1
supertrend_largecap,Supertrend Continuation (Large Cap),trend,Supertrend flips capture persistent trends with adaptive volatility bands. This effect is stronger in large-cap stocks.,supertrend_largecap_period10_multiplier2.5,4,4,walk_forward,36.42,32.94,2.56,2.56,-14.5,2.51,37.7,100.0,5,146,1.21,2.8135,0.852,"",0.0,0.0,0.0,0.0,4.3501,9.78,1
macd_crossover_quality_roe,MACD Crossover Momentum (Quality (ROE)),multi_factor,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger among high-ROE stocks.,macd_crossover_quality_roe_fastPeriod10_slowPeriod24_signalPeriod12_min16,24,21,walk_forward,55.55,49.92,2.54,2.54,-16.58,3.35,43.7,88.9,6,126,1.4,2.8033,0.38,"",0.0,0.0,0.0,0.0,4.8853,10.11,1
supertrend_quality_roe,Supertrend Continuation (Quality (ROE)),multi_factor,Supertrend flips capture persistent trends with adaptive volatility bands. This effect is stronger among high-ROE stocks.,supertrend_quality_roe_period10_multiplier2.5_min20,12,12,walk_forward,35.07,31.73,2.13,2.13,-14.02,2.5,38.8,88.9,6,139,1.26,2.6693,0.498,"",0.0,0.0,0.0,0.0,4.2145,10.33,1
adx_trend_quality_roe,ADX Trend Strength (Quality (ROE)),multi_factor,Trends with stronger ADX are more likely to continue. This effect is stronger among high-ROE stocks.,adx_trend_quality_roe_period14_threshold20_min20,18,18,walk_forward,27.48,24.93,2.56,2.56,-17.72,1.55,37.5,88.9,6,160,1.22,2.6538,0.346,"",0.0,0.0,0.0,0.0,-inf,-6.96,1
macd_crossover_base,MACD Crossover Momentum (Baseline),momentum,MACD bullish cross captures momentum shifts that persist in the medium term.,macd_crossover_base_fastPeriod12_slowPeriod26_signalPeriod12,8,7,walk_forward,17.58,16.0,1.44,6.39,-20.31,0.87,41.2,77.8,5,136,1.1,2.5804,0.363,"",0.0,0.0,0.0,0.0,3.8216,10.22,1
stoch_oversold_liquid,Stochastic Oversold Bounce (High Liquidity),mean_reversion,Oversold stochastic readings signal short-term mean reversion as momentum resets. This effect is stronger in highly liquid stocks.,stoch_oversold_liquid_kPeriod20_oversold30_dPeriod5_minDailyValue1000000000_signalWindow3,216,144,walk_forward,55.04,49.48,1.99,44.34,-17.74,3.1,42.9,66.7,6,105,1.44,2.5366,0.355,"",0.0,0.0,0.0,0.0,-inf,0.65,1
macd_crossover_high_margin,MACD Crossover Momentum (High Margin (NPM)),multi_factor,MACD bullish cross captures momentum shifts that persist in the medium term. This effect is stronger among high-margin companies.,macd_crossover_high_margin_fastPeriod10_slowPeriod24_signalPeriod9_min10,24,22,walk_forward,39.49,35.67,5.82,5.82,-16.13,2.45,39.7,100.0,5,116,1.31,2.5182,0.432,"",0.0,0.0,0.0,0.0,3.9756,8.71,1
keltner_oversold_largecap,Keltner Channel Oversold (Large Cap),mean_reversion,Touches of the lower Keltner Channel often precede mean reversion in range-bound markets. This effect is stronger in large-cap stocks.,keltner_oversold_largecap_period20_atrPeriod10_multiplier1.5,8,8,walk_forward,39.2,35.41,1.35,6.48,-19.2,2.04,38.8,66.7,5,116,1.27,2.4318,0.41,"",0.0,0.0,0.0,0.0,-inf,-8.31,1
keltner_oversold_value_pbv,Keltner Channel Oversold (Value (PBV)),multi_factor,Touches of the lower Keltner Channel often precede mean reversion in range-bound markets. This effect is stronger among low-PBV stocks.,keltner_oversold_value_pbv_period20_atrPeriod14_multiplier2.0_max1.6,24,24,walk_forward,51.71,46.54,1.78,9.35,-15.05,3.44,45.9,77.8,6,98,1.61,2.4032,0.385,"",0.0,0.0,0.0,0.0,1.3287,2.38,1
rsi_oversold_high_margin,RSI Oversold Bounce (High Margin (NPM)),multi_factor,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger among high-margin companies.",rsi_oversold_high_margin_period14_oversold35_min10,27,21,walk_forward,53.48,48.1,1.38,4.12,-19.65,2.72,42.0,77.8,6,119,1.36,2.3812,0.347,"",0.0,0.0,0.0,0.0,2.8052,6.59,1
keltner_oversold_quality_roe,Keltner Channel Oversold (Quality (ROE)),multi_factor,Touches of the lower Keltner Channel often precede mean reversion in range-bound markets. This effect is stronger among high-ROE stocks.,keltner_oversold_quality_roe_period30_atrPeriod10_multiplier2.0_min16,24,20,walk_forward,79.49,70.95,2.12,2.12,-16.92,4.7,43.8,88.9,6,112,1.53,2.3689,0.386,"",0.0,0.0,0.0,0.0,4.3821,11.64,1
doji_reversal,Doji Reversal,candlestick,Doji after decline signals indecision and reversal potential.,doji_reversal_v0,1,1,walk_forward,56.45,50.72,2.13,2.13,-13.51,4.18,42.6,88.9,5,129,1.52,2.288,0.0,"",0.0,0.0,0.0,0.0,1.7642,3.19,1
rsi_macd_combo_syariah,RSI + MACD Momentum (Syariah),momentum,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger within the syariah universe.,rsi_macd_combo_syariah_period14_oversold35_fastPeriod10_slowPeriod24,16,11,walk_forward,40.16,36.27,2.86,2.86,-20.45,1.96,44.9,100.0,5,107,1.58,2.2415,0.395,"",0.0,0.0,0.0,0.0,2.4858,4.15,1
vwap_above_value_pe,VWAP Support (Value (PE)),multi_factor,Holding above VWAP indicates institutional support and trend persistence. This effect is stronger among low-PE stocks.,vwap_above_value_pe_max12,3,3,walk_forward,65.86,59.01,2.28,2.28,-17.36,3.79,44.7,100.0,6,132,1.43,2.2372,0.292,"",0.0,0.0,0.0,0.0,11.742,32.21,1
ascending_triangle,Ascending Triangle,chart_pattern,Ascending triangle breakouts indicate demand pressure.,ascending_triangle_v0,1,1,walk_forward,26.42,23.98,2.37,186.02,-7.9,3.34,45.8,77.8,5,59,1.57,2.1838,0.0,"",0.0,0.0,0.0,0.0,-inf,9.57,1
rsi_oversold_quality_roe,RSI Oversold Bounce (Quality (ROE)),multi_factor,"After sharp short-term declines, prices mean-revert as selling pressure exhausts. This effect is stronger among high-ROE stocks.",rsi_oversold_quality_roe_period10_oversold30_min12,27,27,walk_forward,60.7,54.47,1.85,50.28,-13.85,4.38,45.1,77.8,6,113,1.43,2.1459,0.445,"",0.0,0.0,0.0,0.0,2.6071,5.61,1
pivot_support_high_margin,Pivot Support Bounce (High Margin (NPM)),multi_factor,Prices tend to bounce after testing pivot support levels due to order clustering. This effect is stronger among high-margin companies.,pivot_support_high_margin_min10,3,3,walk_forward,49.9,44.93,1.59,4.29,-20.03,2.49,40.7,77.8,5,123,1.27,2.115,0.253,"",0.0,0.0,0.0,0.0,-inf,-8.13,1
seasonality_month_start,Seasonality Month Start,seasonality,Month-start flows create systematic strength in the first 3 trading days.,seasonality_month_start_v0,1,1,walk_forward,42.95,38.76,2.09,2.09,-19.19,2.24,39.2,88.9,5,189,1.2,2.0139,0.0,"",0.0,0.0,0.0,0.0,-inf,-6.6,1
bull_flag,Bull Flag,chart_pattern,Bull flags represent consolidation before continuation.,bull_flag_v0,1,1,walk_forward,38.26,34.58,1.88,1.88,-17.38,2.2,40.4,88.9,6,171,1.25,1.9893,0.0,"",0.0,0.0,0.0,0.0,-inf,-6.68,1
tweezer_bottom,Tweezer Bottom,candlestick,Tweezer bottoms signal reliable support and rebound potential.,tweezer_bottom_v0,1,1,walk_forward,35.37,32.0,3.66,3.66,-18.28,1.94,40.2,100.0,5,132,1.22,1.8845,0.0,"",0.0,0.0,0.0,0.0,3.6897,8.34,1
rsi_macd_combo_low_debt,RSI + MACD Momentum (Low Debt (DE)),multi_factor,Momentum signals are stronger when RSI and MACD agree on direction. This effect is stronger among low-debt stocks.,rsi_macd_combo_low_debt_period14_oversold35_fastPeriod12_slowPeriod26_max0.6,48,40,walk_forward,25.16,22.84,2.72,2.72,-14.1,1.78,41.2,88.9,5,80,1.37,1.8354,0.426,"",0.0,0.0,0.0,0.0,-inf,-0.58,1
adx_trend_value_pe,ADX Trend Strength (Value (PE)),multi_factor,Trends with stronger ADX are more likely to continue. This effect is stronger among low-PE stocks.,adx_trend_value_pe_period14_threshold20_max15,18,18,walk_forward,68.0,60.89,1.85,1.85,-17.24,3.95,41.8,100.0,5,153,1.41,1.7666,0.265,"",0.0,0.0,0.0,0.0,12.7584,35.66,1
keltner_oversold_low_debt,Keltner Channel Oversold (Low Debt (DE)),multi_factor,Touches of the lower Keltner Channel often precede mean reversion in range-bound markets. This effect is stronger among low-debt stocks.,keltner_oversold_low_debt_period30_atrPeriod10_multiplier1.5_max0.8,24,19,walk_forward,29.31,26.57,2.16,11.21,-24.01,1.22,38.8,77.8,6,139,1.28,1.7406,0.373,"",0.0,0.0,0.0,0.0,-inf,-0.54,1
parabolic_sar_quality_roe,Parabolic SAR Trend (Quality (ROE)),multi_factor,Parabolic SAR flips track trend changes efficiently in trending markets. This effect is stronger among high-ROE stocks.,parabolic_sar_quality_roe_afMax0.15_afStep0.02_min20,12,8,walk_forward,42.03,37.93,1.55,7.89,-24.59,1.71,42.2,66.7,5,128,1.37,1.7164,0.234,"",0.0,0.0,0.0,0.0,-inf,-8.61,1
base_breakout_value_pbv,Base Breakout (Value (PBV)),multi_factor,Tight bases followed by volume breakouts lead to sustained trend moves. This effect is stronger among low-PBV stocks.,base_breakout_value_pbv_basePeriod20_breakoutPct2.0_max1.6,18,4,walk_forward,26.31,23.88,1.49,4.99,-14.04,1.87,42.3,66.7,5,104,1.25,1.7151,0.309,"",0.0,0.0,0.0,0.0,2.0658,4.2,1
volume_spike_quality_roe,Volume Spike (Quality (ROE)),multi_factor,Unusual volume signals informed participation and continuation risk/reward. This effect is stronger among high-ROE stocks.,volume_spike_quality_roe_period10_threshold2.0_min20,18,18,walk_forward,57.76,51.88,1.69,14.27,-16.44,3.51,38.2,77.8,5,165,1.25,1.6239,0.313,"",0.0,0.0,0.0,0.0,-inf,-4.62,1
vwap_above_quality_roe,VWAP Support (Quality (ROE)),multi_factor,Holding above VWAP indicates institutional support and trend persistence. This effect is stronger among high-ROE stocks.,vwap_above_quality_roe_min20,3,3,walk_forward,44.45,40.09,2.15,8.96,-21.28,2.09,40.9,77.8,6,154,1.31,1.578,0.345,"",0.0,0.0,0.0,0.0,-inf,0.98,1
cup_and_handle,Cup And Handle,chart_pattern,Cup and handle patterns reflect staged accumulation.,cup_and_handle_v0,1,1,walk_forward,20.23,18.4,2.46,2.46,-12.7,1.59,38.7,88.9,5,75,1.33,1.5476,0.0,"",0.0,0.0,0.0,0.0,2.635,4.84,1
